City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,morant bay,17.8815,-76.4093,22.06,78,95,2.23,JM,1678270338
366,taganak,6.0833,118.3,27.52,79,78,7.74,PH,1678270338
367,aras,42.5617,-2.356,14.87,66,20,2.06,ES,1678270338
368,dwarka,22.2394,68.9678,28.67,37,0,4.12,IN,1678270338
369,skjervoy,70.0311,20.9714,-13.0,63,93,4.65,NO,1678270338
370,maracacume,-2.0428,-45.9592,23.66,96,100,1.19,BR,1678270338
371,garowe,8.4054,48.4845,32.36,26,9,5.44,SO,1678270339
372,danilov,58.1908,40.1717,-4.96,89,100,4.04,RU,1678270339
373,impfondo,1.6381,18.0667,32.87,44,99,2.04,CG,1678270339
374,tucurui,-3.7661,-49.6725,22.84,99,100,1.15,BR,1678270339
375,necocli,8.4234,-76.786,23.63,91,100,3.01,CO,1678270339
376,aykhal,66.0,111.5,-19.62,98,100,4.87,RU,1678270339
377,gat,31.61,34.7642,18.55,100,30,5.91,IL,1678270340
378,cap malheureux,-19.9842,57.6142,29.15,66,75,7.36,MU,1678270340
379,shihezi,44.3,86.0333,2.52,99,100,2.09,CN,1678270340
380,bossangoa,6.4926,17.4552,38.8,14,47,3.56,CF,1678270340
381,polis,35.0367,32.4264,17.9,66,89,3.69,CY,1678270340
382,naze,28.3667,129.4833,16.94,62,88,3.86,JP,1678270340
383,loiza,18.4313,-65.8802,22.26,83,20,0.0,PR,1678270341
384,galdar,28.147,-15.6502,19.64,69,72,2.09,ES,1678270341
385,tankara,22.6667,70.7333,34.68,13,0,2.22,IN,1678270341
386,rio gallegos,-51.6226,-69.2181,7.4,60,88,2.3,AR,1678270341
387,grootfontein,-19.5667,18.1167,29.46,20,91,1.13,NA,1678270341
388,shushenskoye,53.325,91.9356,5.63,73,99,13.66,RU,1678270341
389,bunia,1.5667,30.25,34.01,20,66,4.64,CD,1678270342
390,tecoman,18.9167,-103.8833,19.26,94,26,1.69,MX,1678270342
391,bendigo,-36.7667,144.2833,13.69,51,20,5.24,AU,1678270342
392,japura,-0.3167,102.35,28.13,78,75,1.49,ID,1678270342
393,bonavista,48.6499,-53.1147,0.23,95,100,10.72,CA,1678270342
394,lakhimpur,27.95,80.7667,31.06,13,40,1.72,IN,1678270342
395,grocka,44.6722,20.7175,17.21,40,39,2.54,RS,1678270343
396,caravelas,-17.7125,-39.2481,25.73,79,9,0.3,BR,1678270343
397,tagusao,9.1924,117.8141,26.44,81,52,4.13,PH,1678270343
398,alta gracia,-31.6529,-64.4283,18.27,68,0,1.86,AR,1678270066
399,santander,43.4647,-3.8044,19.7,54,0,5.14,ES,1678270121
400,bud,39.447,-86.1758,2.72,55,90,5.22,US,1678270344
401,verkhoyansk,67.5447,133.385,-32.58,100,54,0.66,RU,1678270344
402,quatre cocos,-20.2078,57.7625,28.94,67,85,6.73,MU,1678270344
403,elko,41.0002,-115.5012,-9.87,87,99,0.89,US,1678270344
404,bandarbeyla,9.4942,50.8122,27.49,61,15,6.35,SO,1678270344
405,campbell river,50.0163,-125.2446,4.03,95,100,0.91,CA,1678270344
406,khorramshahr,30.4397,48.1664,19.97,45,100,9.2,IR,1678270345
407,abu dhabi,24.4667,54.3667,36.06,33,0,3.6,AE,1678270317
408,dolinsk,47.35,142.8,-5.78,93,100,6.13,RU,1678270345
409,stephenville,32.2207,-98.2023,12.73,76,100,4.63,US,1678270345
410,belmonte,-15.8631,-38.8828,24.87,84,32,1.03,BR,1678270346
411,marsala,37.7966,12.4352,16.63,81,26,4.95,IT,1678270346
412,lexington park,38.2668,-76.4538,3.14,48,0,3.6,US,1678270346
413,lavrentiya,65.5833,-171.0,-20.07,99,98,0.63,RU,1678270346
414,raudeberg,61.9875,5.1352,-2.25,88,96,3.69,NO,1678270346
415,adre,13.4667,22.2,34.33,9,100,8.89,TD,1678270346
416,gao,16.6362,1.637,33.46,6,62,4.96,ML,1678270347
417,soni,-4.85,38.3667,30.81,29,84,1.25,TZ,1678270347
418,mitu,1.1983,-70.1733,22.39,98,100,0.71,CO,1678270347
419,san diego de la union,21.4667,-100.8667,11.08,77,1,0.97,MX,1678270347
420,bolshaya sosnova,57.6713,54.6029,-2.84,84,100,4.42,RU,1678270347
421,dakoro,14.5106,6.765,36.15,7,85,5.84,NE,1678270347
422,luderitz,-26.6481,15.1594,22.7,54,0,5.47,NA,1678270348
423,san vicente,-26.6167,-54.1333,17.17,71,30,1.0,AR,1678270105
424,vila franca do campo,37.7167,-25.4333,16.23,87,100,7.34,PT,1678270348
425,mahon,39.8885,4.2658,17.31,59,0,4.63,ES,1678270348
426,flin flon,54.7682,-101.865,-26.93,100,100,1.72,CA,1678270348
427,deputatskiy,69.3,139.9,-34.45,100,62,1.37,RU,1678270245
428,svetlogorsk,52.6333,29.7333,3.54,88,100,7.26,BY,1678270348
429,tezu,27.9167,96.1667,31.38,19,80,1.41,IN,1678270349
430,kirakira,-10.4544,161.9205,26.52,84,100,1.22,SB,1678270349
431,dalgopol,43.05,27.35,18.21,43,16,2.6,BG,1678270312
432,kutum,14.2,24.6667,30.03,10,100,6.66,SD,1678270349
433,umm lajj,25.0213,37.2685,24.73,50,0,7.76,SA,1678270350
434,utiel,39.5667,-1.2,13.28,76,100,10.88,ES,1678270350
435,balkhash,46.844,74.9804,1.34,100,75,6.0,KZ,1678270350
436,coihaique,-45.5752,-72.0662,3.19,99,48,2.44,CL,1678270350
437,aasiaat,68.7098,-52.8699,-17.28,85,95,0.78,GL,1678270350
438,puerto del rosario,28.5004,-13.8627,18.86,77,40,3.09,ES,1678270135
439,ishigaki,24.3448,124.1572,21.2,56,7,3.86,JP,1678270351
440,waingapu,-9.6567,120.2641,24.71,93,100,3.37,ID,1678270351
441,rognan,67.0953,15.3878,-8.4,72,12,2.53,NO,1678270053
442,sorland,67.667,12.6934,-4.08,55,9,5.36,NO,1678270351
443,pisco,-13.7,-76.2167,23.03,88,0,1.03,PE,1678270352
444,arica,-18.475,-70.3042,22.13,73,0,1.54,CL,1678270352
445,pankrushikha,53.8319,80.3406,-1.95,92,100,6.83,RU,1678270352
446,stokmarknes,68.5646,14.9108,-7.02,53,0,2.57,NO,1678270353
447,morrisburg,44.9001,-75.1826,-3.95,93,98,4.12,CA,1678270353
448,murray bridge,-35.1167,139.2667,16.18,61,79,5.67,AU,1678270353
449,eura,61.1333,22.1333,-5.12,84,100,5.81,FI,1678270353
450,sibolga,1.7427,98.7792,27.54,81,31,0.47,ID,1678270353
451,amuntai,-2.4177,115.2494,25.98,85,98,1.05,ID,1678270354
452,meulaboh,4.1363,96.1285,28.7,70,91,2.59,ID,1678270354
453,ihosy,-22.4,46.1167,25.94,70,100,1.95,MG,1678270354
454,vilyuysk,63.7553,121.6247,-16.48,85,100,5.21,RU,1678270354
455,yatou,37.15,122.3833,5.95,88,33,3.65,CN,1678270354
456,westlock,54.1502,-113.8688,-19.52,97,90,3.83,CA,1678270354
457,turukhansk,65.8167,87.9833,-21.9,89,100,3.44,RU,1678270355
458,hasaki,35.7333,140.8333,15.12,65,0,7.78,JP,1678270355
459,nicoya,10.1483,-85.452,23.27,70,99,1.82,CR,1678270355
460,marsh harbour,26.5412,-77.0636,24.33,72,5,6.03,BS,1678270355
461,kaeo,-35.1,173.7833,14.62,89,9,1.43,NZ,1678270355
462,bayonet point,28.3267,-82.6834,22.75,91,24,0.89,US,1678270356
463,la roda,39.2167,-2.15,14.85,80,99,9.21,ES,1678270356
464,tawang,27.5833,91.8667,12.19,48,61,3.29,IN,1678270356
465,fomboni,-12.28,43.7425,28.59,66,94,3.95,KM,1678270356
466,padang,-0.9492,100.3543,30.03,81,31,1.17,ID,1678270093
467,nianzishan,47.5167,122.8833,0.89,47,100,5.13,CN,1678270356
468,lichinga,-13.3128,35.2406,24.05,78,75,2.06,MZ,1678270357
469,nirsa,23.7833,86.7167,34.62,14,23,2.18,IN,1678270357
470,normandin,48.8333,-72.5321,-2.06,96,100,4.83,CA,1678270357
471,yuanping,38.7153,112.7575,16.2,19,21,2.69,CN,1678270357
472,awbari,26.5921,12.7805,25.27,13,0,1.84,LY,1678270357
473,bodden town,19.2833,-81.25,25.52,93,98,0.89,KY,1678270357
474,boa vista,2.8197,-60.6733,23.99,83,0,4.63,BR,1678270162
475,yumen,40.2833,97.2,15.57,15,0,7.98,CN,1678270358
476,taoudenni,22.6783,-3.9836,30.19,8,0,2.02,ML,1678270358
477,joensuu,62.6012,29.7632,-12.73,85,0,4.12,FI,1678270358
478,takoradi,4.8845,-1.7554,28.77,71,93,1.93,GH,1678270359
479,kuytun,54.3419,101.5036,-2.56,89,100,6.81,RU,1678270359
480,calama,-22.4667,-68.9333,11.27,82,40,5.66,CL,1678270359
481,gamboma,-1.8764,15.8644,26.86,75,98,2.84,CG,1678270359
482,vao,-22.6667,167.4833,25.55,63,16,6.95,NC,1678270360
483,hofn,64.2539,-15.2082,-2.99,46,0,10.8,IS,1678270360
484,pueblo,38.2545,-104.6091,-0.09,85,100,2.06,US,1678270361
485,high prairie,55.4334,-116.4858,-19.68,99,35,1.8,CA,1678270361
486,kendari,-3.945,122.4989,24.98,93,100,1.43,ID,1678270361
487,elat,29.5581,34.9482,19.91,64,40,2.06,IL,1678270127
488,soyo,-6.1349,12.3689,28.34,70,100,3.22,AO,1678270361
489,banepa,27.6298,85.5214,18.18,45,75,1.03,NP,1678270361
490,yuancheng,36.652,107.7896,14.53,17,46,7.01,CN,1678270361
491,berdyaush,55.1619,59.1464,-3.76,69,100,3.24,RU,1678270361
492,vilhena,-12.7406,-60.1458,20.08,98,100,0.83,BR,1678270362
493,potam,27.6,-110.3833,16.67,50,77,2.01,MX,1678270362
494,putina,-15.4667,-69.4333,6.74,81,100,2.86,PE,1678270362
495,roma,43.2128,-75.4557,-2.88,74,100,5.66,US,1678270253
496,gamba,-2.65,10.0,26.42,83,100,3.21,GA,1678270363
497,mayskiy,47.6931,40.1025,10.67,53,55,6.12,RU,1678270363
498,olinda,-8.0089,-34.8553,26.85,74,75,5.66,BR,1678270277
499,muisne,0.6,-80.0333,23.48,96,100,3.13,EC,1678270364
500,ligayan,4.6533,119.4706,27.58,80,4,8.09,PH,1678270364
501,ruidoso,33.3317,-105.673,8.06,60,48,0.0,US,1678270364
502,ormara,25.2088,64.6357,25.49,59,0,4.68,PK,1678270364
503,orbetello,42.4408,11.2196,14.67,81,97,5.22,IT,1678270365
504,pitsunda,43.1592,40.3378,16.77,65,86,2.74,GE,1678270365
505,vigrestad,58.5667,5.7,2.12,48,14,1.96,NO,1678270365
506,huainan,32.6264,116.9969,22.73,44,99,2.13,CN,1678270365
507,ler,8.3018,30.1418,39.1,15,100,6.03,SS,1678270365
508,kungurtug,50.5994,97.5228,4.44,71,100,4.2,RU,1678270365
509,pundaguitan,6.3711,126.1689,27.15,84,6,7.74,PH,1678270365
510,paragominas,-2.9667,-47.4833,23.0,98,100,1.08,BR,1678270366
511,kasongo,-4.45,26.6667,29.98,60,100,1.51,CD,1678270366
512,borger,52.9233,6.7931,3.21,88,100,1.98,NL,1678270366
513,lomovka,53.9194,58.3672,-2.74,93,100,4.27,RU,1678270366
514,am timan,11.0297,20.2827,38.47,11,74,7.15,TD,1678270366
515,balgazyn,51.0,95.2,3.58,73,97,1.09,RU,1678270367
516,krivosheino,57.3431,83.9261,-2.51,87,100,4.61,RU,1678270367
517,san cristobal,7.7669,-72.225,19.93,87,100,0.88,VE,1678270367
518,tadine,-21.55,167.8833,24.77,64,17,4.59,NC,1678270368
519,planeta rica,8.4147,-75.5883,23.49,87,99,2.36,CO,1678270368
520,aranos,-24.1333,19.1167,29.53,8,0,1.95,NA,1678270368
521,the valley,18.217,-63.0578,23.39,66,0,1.75,AI,1678270368
522,vicuna,-30.0319,-70.7081,13.85,71,0,0.33,CL,1678270369
523,ferkessedougou,9.6,-5.2,33.75,9,100,3.72,CI,1678270369
524,leshukonskoye,64.8989,45.7622,-6.56,89,100,3.36,RU,1678270369
525,mackay,-21.15,149.2,25.93,86,10,3.97,AU,1678270369
526,russell,32.3502,-85.1999,15.78,55,10,3.68,US,1678270370
527,touros,-5.1989,-35.4608,26.83,78,27,6.01,BR,1678270370
528,anahuac,27.2333,-100.15,20.08,86,23,5.34,MX,1678270371
529,corumba,-19.0092,-57.6533,23.42,83,82,1.25,BR,1678270371
530,teknaf,20.8624,92.3058,29.99,42,62,9.13,BD,1678270371
531,bani walid,31.7566,13.9942,20.53,35,0,3.88,LY,1678270371
532,redlands,34.0556,-117.1825,8.66,79,0,1.54,US,1678270372
533,mezhgorye,44.9667,34.4167,13.27,51,40,5.83,UA,1678270372
534,marzuq,14.4,46.4667,28.36,14,58,5.17,YE,1678270372
535,hervey bay,-25.2986,152.8535,25.87,81,93,5.32,AU,1678270372
536,talcahuano,-36.7167,-73.1167,14.82,94,100,4.12,CL,1678270372
537,camocim,-2.9022,-40.8411,24.9,89,34,4.58,BR,1678270372
538,bambanglipuro,-7.95,110.2833,27.49,76,27,2.84,ID,1678270373
539,hambantota,6.1241,81.1185,30.02,62,20,10.29,LK,1678270373
540,kohlu,29.8962,69.252,23.81,17,0,2.39,PK,1678270373
541,korla,41.7597,86.1469,17.69,24,4,7.53,CN,1678270373
542,makakilo city,21.3469,-158.0858,21.18,81,100,10.29,US,1678270374
543,cupira,-8.6167,-35.95,23.52,79,65,3.91,BR,1678270374
544,meadow lake,34.8014,-106.5436,9.51,59,29,2.47,US,1678270374
545,pitimbu,-7.4706,-34.8086,25.33,76,39,6.01,BR,1678270375
546,kloulklubed,7.0419,134.2556,25.28,76,48,5.18,PW,1678270375
547,vangaindrano,-23.35,47.6,27.1,85,76,3.56,MG,1678270375
548,copiapo,-27.3667,-70.3333,14.83,84,17,0.46,CL,1678270375
549,konevo,62.1215,39.3192,-6.54,84,91,2.64,RU,1678270375
550,denpasar,-8.65,115.2167,29.84,74,20,3.09,ID,1678270258
551,garissa,-0.4536,39.6401,34.74,34,10,3.42,KE,1678270376
552,mehamn,71.0357,27.8492,-3.03,86,75,3.09,NO,1678270376
553,mount isa,-20.7333,139.5,19.87,100,75,8.23,AU,1678270376
554,vanavara,60.34,102.2797,-6.05,91,100,1.37,RU,1678270277
555,jinotega,13.0917,-86.0018,15.4,95,97,1.75,NI,1678270376
556,batagay-alyta,67.8006,130.4114,-33.35,98,22,2.02,RU,1678270377
557,erenhot,43.6475,111.9767,9.03,18,9,7.89,CN,1678270377
558,prince rupert,54.3161,-130.3201,-3.19,75,100,3.22,CA,1678270377
559,pochutla,15.7432,-96.4661,22.68,76,11,1.4,MX,1678270377
560,kisangani,0.5167,25.2,35.6,38,56,1.43,CD,1678270378
561,zwedru,6.0667,-8.1281,29.46,61,98,2.24,LR,1678270378
562,galveston,29.3669,-94.9669,21.98,90,100,4.12,US,1678270378
563,tefe,-3.3542,-64.7114,22.31,99,98,0.7,BR,1678270378
564,diamantino,-14.4086,-56.4461,21.75,96,95,1.14,BR,1678270378
565,lima,-12.0432,-77.0282,23.83,83,40,3.6,PE,1678270361
566,san carlos de bariloche,-41.1456,-71.3082,10.59,94,96,1.96,AR,1678270209
567,jiexiu,37.0244,111.9125,17.24,17,54,3.89,CN,1678270379
568,aksay,47.26,39.87,12.36,49,43,4.47,RU,1678270379
569,alamos,27.0167,-108.9333,17.48,25,61,0.14,MX,1678270379
570,bathsheba,13.2167,-59.5167,25.34,73,20,4.63,BB,1678270380
571,galle,6.0367,80.217,28.74,68,49,3.82,LK,1678270380
572,aktau,43.65,51.2,9.73,57,34,6.73,KZ,1678270380
573,syava,58.0146,46.3222,-1.82,82,97,1.71,RU,1678270380
574,nurobod,40.9056,69.8023,14.76,55,98,3.67,UZ,1678270381
575,arroyos y esteros,-25.0667,-57.1,21.86,96,57,1.17,PY,1678270381
576,bac lieu,9.285,105.7244,26.83,63,2,8.12,VN,1678270381
577,awjilah,29.1081,21.2869,24.86,24,3,7.85,LY,1678270381
578,mount pleasant,32.7941,-79.8626,11.11,40,0,5.66,US,1678270381
579,homer,59.6425,-151.5483,-0.11,86,0,0.89,US,1678270381
580,la primavera,5.4906,-70.4092,25.72,58,100,1.59,CO,1678270381
